Time,cpu_usage_total.derivative
2021-04-13 13:16:49,0.00382
2021-04-13 13:16:50,0.00398
2021-04-13 13:16:52,0.00435
2021-04-13 13:16:54,0.00396
2021-04-13 13:16:55,0.00461
2021-04-13 13:16:57,0.00379
2021-04-13 13:16:58,0.00759
2021-04-13 13:16:59,0.00408
2021-04-13 13:17:00,0.00401
2021-04-13 13:17:02,0.00417
2021-04-13 13:17:03,0.00966
2021-04-13 13:17:05,0.00384
2021-04-13 13:17:06,0.00346
2021-04-13 13:17:08,0.00453
2021-04-13 13:17:09,0.00355
2021-04-13 13:17:11,0.00426
2021-04-13 13:17:13,0.00597
2021-04-13 13:17:15,0.00366
2021-04-13 13:17:16,0.00387
2021-04-13 13:17:18,0.00462
2021-04-13 13:17:19,0.0032
2021-04-13 13:17:20,0.00403
2021-04-13 13:17:21,0.00471
2021-04-13 13:17:23,0.00374
2021-04-13 13:17:24,0.00354
2021-04-13 13:17:26,0.00387
2021-04-13 13:17:28,0.00635
2021-04-13 13:17:30,0.00385
2021-04-13 13:17:31,0.00513
2021-04-13 13:17:33,0.00369
2021-04-13 13:17:35,0.00388
2021-04-13 13:17:36,0.00347
2021-04-13 13:17:38,0.00428
2021-04-13 13:17:39,0.00389
2021-04-13 13:17:41,0.00415
2021-04-13 13:17:42,0.00411
2021-04-13 13:17:44,0.00543
2021-04-13 13:17:46,0.00363
2021-04-13 13:17:47,0.00376
2021-04-13 13:17:48,0.00432
2021-04-13 13:17:50,0.00366
2021-04-13 13:17:51,0.00423
2021-04-13 13:17:52,0.0106
2021-04-13 13:17:54,0.00454
2021-04-13 13:17:56,0.00366
2021-04-13 13:17:57,0.00379
2021-04-13 13:17:58,0.00691
2021-04-13 13:18:00,0.00414
2021-04-13 13:18:01,0.00549
2021-04-13 13:18:02,0.0044
2021-04-13 13:18:03,0.00409
2021-04-13 13:18:05,0.00372
2021-04-13 13:18:07,0.00361
2021-04-13 13:18:09,0.00376
2021-04-13 13:18:10,0.00431
2021-04-13 13:18:12,0.00622
2021-04-13 13:18:14,0.00363
2021-04-13 13:18:16,0.00409
2021-04-13 13:18:17,0.00338
2021-04-13 13:18:19,0.0043
2021-04-13 13:18:20,0.00444
2021-04-13 13:18:21,0.00941
2021-04-13 13:18:22,0.00423
2021-04-13 13:18:24,0.00408
2021-04-13 13:18:25,0.00371
2021-04-13 13:18:27,0.00716
2021-04-13 13:18:29,0.00399
2021-04-13 13:18:31,0.00441
2021-04-13 13:18:32,0.00496
2021-04-13 13:18:34,0.00398
2021-04-13 13:18:36,0.00376
2021-04-13 13:18:37,0.00537
2021-04-13 13:18:39,0.00363
2021-04-13 13:18:40,0.00493
2021-04-13 13:18:41,0.00525
2021-04-13 13:18:42,0.00938
2021-04-13 13:18:44,0.00361
2021-04-13 13:18:45,0.00416
2021-04-13 13:18:47,0.00376
2021-04-13 13:18:48,0.0045
2021-04-13 13:18:50,0.00404
2021-04-13 13:18:52,0.0044
2021-04-13 13:18:53,0.00449
2021-04-13 13:18:54,0.00372
2021-04-13 13:18:55,0.00394
2021-04-13 13:18:57,0.00759
2021-04-13 13:18:59,0.00371
2021-04-13 13:19:01,0.00405
2021-04-13 13:19:02,0.00414
2021-04-13 13:19:04,0.00437
2021-04-13 13:19:06,0.004
2021-04-13 13:19:07,0.00381
2021-04-13 13:19:08,0.00406
2021-04-13 13:19:10,0.00394
2021-04-13 13:19:11,0.00454
2021-04-13 13:19:13,0.00667
2021-04-13 13:19:14,0.00368
2021-04-13 13:19:15,0.00423
2021-04-13 13:19:16,0.00376
2021-04-13 13:19:18,0.00382
2021-04-13 13:19:20,0.0035
2021-04-13 13:19:21,0.00381
2021-04-13 13:19:23,0.00458
2021-04-13 13:19:24,0.00479
2021-04-13 13:19:25,0.00395
2021-04-13 13:19:27,0.00367
2021-04-13 13:19:28,0.00828
2021-04-13 13:19:30,0.00418
2021-04-13 13:19:32,0.0042
2021-04-13 13:19:33,0.00475
2021-04-13 13:19:34,0.00358
2021-04-13 13:19:35,0.00446
2021-04-13 13:19:37,0.00434
2021-04-13 13:19:39,0.00371
2021-04-13 13:19:40,0.00448
2021-04-13 13:19:42,0.00682
2021-04-13 13:19:43,0.00363
2021-04-13 13:19:45,0.0184
2021-04-13 13:19:47,0.00404
2021-04-13 13:19:49,0.00446
2021-04-13 13:19:50,0.00418
2021-04-13 13:19:51,0.00436
2021-04-13 13:19:53,0.00418
2021-04-13 13:19:54,0.00392
2021-04-13 13:19:55,0.00411
2021-04-13 13:19:56,0.00358
2021-04-13 13:19:58,0.00739
2021-04-13 13:19:59,0.00442
2021-04-13 13:20:00,0.00524
2021-04-13 13:20:02,0.00446
2021-04-13 13:20:04,0.00449
2021-04-13 13:20:05,0.00432
2021-04-13 13:20:07,0.00352
2021-04-13 13:20:08,0.00437
2021-04-13 13:20:10,0.0048
2021-04-13 13:20:11,0.00378
2021-04-13 13:20:13,0.00663
2021-04-13 13:20:14,0.00467
2021-04-13 13:20:16,0.00424
2021-04-13 13:20:18,0.00395
2021-04-13 13:20:19,0.00432
2021-04-13 13:20:21,0.00417
2021-04-13 13:20:22,0.00498
2021-04-13 13:20:24,0.00396
2021-04-13 13:20:25,0.00387
2021-04-13 13:20:27,0.00435
2021-04-13 13:20:29,0.00656
2021-04-13 13:20:30,0.00445
2021-04-13 13:20:31,0.0043
2021-04-13 13:20:33,0.00387
2021-04-13 13:20:35,0.00381
2021-04-13 13:20:36,0.00436
2021-04-13 13:20:37,0.00419
2021-04-13 13:20:39,0.0039
2021-04-13 13:20:40,0.00476
2021-04-13 13:20:41,0.00448
2021-04-13 13:20:42,0.0107
2021-04-13 13:20:44,0.00402
2021-04-13 13:20:45,0.00416
2021-04-13 13:20:47,0.00386
2021-04-13 13:20:49,0.00432
2021-04-13 13:20:50,0.00407
2021-04-13 13:20:52,0.00457
2021-04-13 13:20:54,0.00378
2021-04-13 13:20:56,0.00422
2021-04-13 13:20:57,0.00795
2021-04-13 13:20:59,0.00411
2021-04-13 13:21:00,0.0125
2021-04-13 13:21:02,0.0039
2021-04-13 13:21:03,0.00426
2021-04-13 13:21:05,0.00402
2021-04-13 13:21:06,0.00353
2021-04-13 13:21:08,0.00462
2021-04-13 13:21:10,0.00445
2021-04-13 13:21:12,0.00444
2021-04-13 13:21:13,0.00591
2021-04-13 13:21:15,0.00474
2021-04-13 13:21:17,0.00411
2021-04-13 13:21:18,0.00463
2021-04-13 13:21:20,0.00421
2021-04-13 13:21:21,0.00438
2021-04-13 13:21:23,0.00412
2021-04-13 13:21:24,0.00438
2021-04-13 13:21:25,0.00474
2021-04-13 13:21:26,0.00405
2021-04-13 13:21:28,0.00763
2021-04-13 13:21:29,0.004
2021-04-13 13:21:31,0.00443
2021-04-13 13:21:32,0.00631
2021-04-13 13:21:33,0.00432
2021-04-13 13:21:35,0.00368
2021-04-13 13:21:36,0.00392
2021-04-13 13:21:38,0.00425
2021-04-13 13:21:39,0.00488
2021-04-13 13:21:41,0.00426
2021-04-13 13:21:42,0.00405
2021-04-13 13:21:43,0.0096
2021-04-13 13:21:44,0.0035
2021-04-13 13:21:45,0.00405
2021-04-13 13:21:47,0.00441
2021-04-13 13:21:49,0.00402
2021-04-13 13:21:51,0.00436
2021-04-13 13:21:53,0.00405
2021-04-13 13:21:54,0.00401
2021-04-13 13:21:55,0.00428
2021-04-13 13:21:57,0.00391
2021-04-13 13:21:58,0.00891
2021-04-13 13:22:00,0.00469
2021-04-13 13:22:02,0.00433
2021-04-13 13:22:03,0.00545
2021-04-13 13:22:05,0.00446
2021-04-13 13:22:06,0.00425
2021-04-13 13:22:08,0.00375
2021-04-13 13:22:09,0.00435
2021-04-13 13:22:10,0.00447
2021-04-13 13:22:11,0.00418
2021-04-13 13:22:12,0.0219
2021-04-13 13:22:14,0.00398
2021-04-13 13:22:15,0.00366
2021-04-13 13:22:17,0.00396
2021-04-13 13:22:18,0.00408
2021-04-13 13:22:20,0.00414
2021-04-13 13:22:21,0.00441
2021-04-13 13:22:22,0.00441
2021-04-13 13:22:24,0.00408
2021-04-13 13:22:25,0.00468
2021-04-13 13:22:27,0.00701
2021-04-13 13:22:28,0.00417
2021-04-13 13:22:30,0.00375
2021-04-13 13:22:31,0.00487
2021-04-13 13:22:32,0.00392
2021-04-13 13:22:34,0.00432
2021-04-13 13:22:35,0.00418
2021-04-13 13:22:36,0.00412
2021-04-13 13:22:38,0.00394
2021-04-13 13:22:39,0.0043
2021-04-13 13:22:40,0.00357
2021-04-13 13:22:42,0.00691
2021-04-13 13:22:44,0.00449
2021-04-13 13:22:45,0.00401
2021-04-13 13:22:47,0.00387
2021-04-13 13:22:48,0.00397
2021-04-13 13:22:50,0.00475
2021-04-13 13:22:51,0.00888
2021-04-13 13:22:52,0.00439
2021-04-13 13:22:54,0.00399
2021-04-13 13:22:55,0.00439
2021-04-13 13:22:57,0.00384
2021-04-13 13:22:58,0.0117
2021-04-13 13:23:00,0.00404
2021-04-13 13:23:01,0.00508
2021-04-13 13:23:02,0.00447
2021-04-13 13:23:04,0.00434
2021-04-13 13:23:05,0.00412
2021-04-13 13:23:07,0.00412
2021-04-13 13:23:09,0.00412
2021-04-13 13:23:10,0.0047
2021-04-13 13:23:12,0.00479
2021-04-13 13:23:14,0.00378
2021-04-13 13:23:15,0.00413
2021-04-13 13:23:16,0.00408
2021-04-13 13:23:18,0.00407
2021-04-13 13:23:19,0.00421
2021-04-13 13:23:20,0.00459
2021-04-13 13:23:22,0.00429
2021-04-13 13:23:24,0.0041
2021-04-13 13:23:25,0.0044
2021-04-13 13:23:26,0.00441
2021-04-13 13:23:28,0.00849
2021-04-13 13:23:29,0.00415
2021-04-13 13:23:31,0.00455
2021-04-13 13:23:32,0.00399
2021-04-13 13:23:33,0.00428
2021-04-13 13:23:34,0.00374
2021-04-13 13:23:36,0.00407
2021-04-13 13:23:37,0.00429
2021-04-13 13:23:39,0.0039
2021-04-13 13:23:40,0.00433
2021-04-13 13:23:42,0.00482
2021-04-13 13:23:43,0.0222
2021-04-13 13:23:44,0.00391
2021-04-13 13:23:46,0.00395
2021-04-13 13:23:48,0.00447
2021-04-13 13:23:50,0.0593
2021-04-13 13:23:51,0.00413
2021-04-13 13:23:52,0.00448
2021-04-13 13:23:53,0.00416
2021-04-13 13:23:54,0.00398
2021-04-13 13:23:56,0.00395
2021-04-13 13:23:57,0.0055
2021-04-13 13:23:59,0.0143
2021-04-13 13:24:00,0.00483
2021-04-13 13:24:02,0.00463
2021-04-13 13:24:04,0.00585
2021-04-13 13:24:05,0.0118
2021-04-13 13:24:07,0.00384
2021-04-13 13:24:08,0.00435
2021-04-13 13:24:10,0.00396
2021-04-13 13:24:12,0.00418
2021-04-13 13:24:13,0.00535
2021-04-13 13:24:15,0.0039
2021-04-13 13:24:17,0.00398
2021-04-13 13:24:19,0.00364
2021-04-13 13:24:20,0.00392
2021-04-13 13:24:22,0.00482
2021-04-13 13:24:23,0.00472
2021-04-13 13:24:25,0.00369
2021-04-13 13:24:26,0.00389
2021-04-13 13:24:28,0.00687
2021-04-13 13:24:29,0.00415
2021-04-13 13:24:30,0.00499
2021-04-13 13:24:32,0.00392
2021-04-13 13:24:33,0.00386
2021-04-13 13:24:35,0.00435
2021-04-13 13:24:37,0.00407
2021-04-13 13:24:38,0.00452
2021-04-13 13:24:40,0.00344
2021-04-13 13:24:41,0.00472
2021-04-13 13:24:43,0.00473
2021-04-13 13:24:45,0.00382
2021-04-13 13:24:46,0.00424
2021-04-13 13:24:48,0.00396
2021-04-13 13:24:49,0.00428
2021-04-13 13:24:51,0.00398
2021-04-13 13:24:52,0.00404
2021-04-13 13:24:53,0.004
2021-04-13 13:24:55,0.00377
2021-04-13 13:24:56,0.00393
2021-04-13 13:24:57,0.0223
2021-04-13 13:24:59,0.00378
AVERAGE,0.004977256857855
