Time,memory_usage.mean
2021-04-09 13:43:40,340062208
2021-04-09 13:43:42,339935232
2021-04-09 13:43:44,339943424
2021-04-09 13:43:45,339816448
2021-04-09 13:43:47,339816448
2021-04-09 13:43:48,339816448
2021-04-09 13:43:49,339816448
2021-04-09 13:43:50,339816448
2021-04-09 13:43:51,339816448
2021-04-09 13:43:53,339816448
2021-04-09 13:43:55,339816448
2021-04-09 13:43:56,339816448
2021-04-09 13:43:57,339816448
2021-04-09 13:43:58,339947520
2021-04-09 13:44:00,339910656
2021-04-09 13:44:02,339910656
2021-04-09 13:44:04,339910656
2021-04-09 13:44:05,339910656
2021-04-09 13:44:07,339910656
2021-04-09 13:44:09,339910656
2021-04-09 13:44:10,339910656
2021-04-09 13:44:11,339910656
2021-04-09 13:44:13,339910656
2021-04-09 13:44:14,339910656
2021-04-09 13:44:16,339910656
2021-04-09 13:44:18,339910656
2021-04-09 13:44:19,339910656
2021-04-09 13:44:21,340041728
2021-04-09 13:44:22,339914752
2021-04-09 13:44:24,339914752
2021-04-09 13:44:25,339914752
2021-04-09 13:44:26,339914752
2021-04-09 13:44:28,339914752
2021-04-09 13:44:29,339939328
2021-04-09 13:44:30,339939328
2021-04-09 13:44:32,339939328
2021-04-09 13:44:34,339939328
2021-04-09 13:44:35,339939328
2021-04-09 13:44:36,339939328
2021-04-09 13:44:38,339939328
2021-04-09 13:44:39,339939328
2021-04-09 13:44:41,339939328
2021-04-09 13:44:42,339939328
2021-04-09 13:44:44,339939328
2021-04-09 13:44:45,339939328
2021-04-09 13:44:47,339939328
2021-04-09 13:44:48,339939328
2021-04-09 13:44:50,339939328
2021-04-09 13:44:52,339939328
2021-04-09 13:44:53,339939328
2021-04-09 13:44:55,339939328
2021-04-09 13:44:57,339939328
2021-04-09 13:44:58,339992576
2021-04-09 13:45:00,339865600
2021-04-09 13:45:01,339865600
2021-04-09 13:45:03,339865600
2021-04-09 13:45:04,339865600
2021-04-09 13:45:06,339996672
2021-04-09 13:45:07,339873792
2021-04-09 13:45:08,339873792
2021-04-09 13:45:10,339873792
2021-04-09 13:45:11,340004864
2021-04-09 13:45:13,340078592
2021-04-09 13:45:15,339968000
2021-04-09 13:45:16,339968000
2021-04-09 13:45:17,339968000
2021-04-09 13:45:19,339968000
2021-04-09 13:45:20,339968000
2021-04-09 13:45:21,339972096
2021-04-09 13:45:23,339972096
2021-04-09 13:45:25,339972096
2021-04-09 13:45:26,339972096
2021-04-09 13:45:28,339972096
2021-04-09 13:45:29,339972096
2021-04-09 13:45:31,339972096
2021-04-09 13:45:32,339972096
2021-04-09 13:45:33,339972096
2021-04-09 13:45:35,339972096
2021-04-09 13:45:36,339972096
2021-04-09 13:45:38,339972096
2021-04-09 13:45:40,340103168
2021-04-09 13:45:41,339980288
2021-04-09 13:45:43,339980288
2021-04-09 13:45:44,340156416
2021-04-09 13:45:46,340029440
2021-04-09 13:45:47,340029440
2021-04-09 13:45:49,340029440
2021-04-09 13:45:51,340029440
2021-04-09 13:45:52,340029440
2021-04-09 13:45:53,340029440
2021-04-09 13:45:55,340029440
2021-04-09 13:45:57,340029440
2021-04-09 13:45:58,340029440
2021-04-09 13:45:59,340029440
2021-04-09 13:46:01,340029440
2021-04-09 13:46:03,340029440
2021-04-09 13:46:04,340029440
2021-04-09 13:46:06,340029440
2021-04-09 13:46:08,340029440
2021-04-09 13:46:10,340029440
2021-04-09 13:46:11,340029440
2021-04-09 13:46:12,340029440
2021-04-09 13:46:14,339947520
2021-04-09 13:46:16,339955712
2021-04-09 13:46:17,339955712
2021-04-09 13:46:18,339955712
2021-04-09 13:46:20,339955712
2021-04-09 13:46:21,339955712
2021-04-09 13:46:22,339955712
2021-04-09 13:46:24,339955712
2021-04-09 13:46:26,339955712
2021-04-09 13:46:27,339955712
2021-04-09 13:46:29,340078592
2021-04-09 13:46:30,340078592
2021-04-09 13:46:32,340078592
2021-04-09 13:46:33,340078592
2021-04-09 13:46:34,340078592
2021-04-09 13:46:35,340078592
2021-04-09 13:46:37,340082688
2021-04-09 13:46:38,340082688
2021-04-09 13:46:40,340082688
2021-04-09 13:46:41,340082688
2021-04-09 13:46:43,340082688
2021-04-09 13:46:44,340082688
2021-04-09 13:46:46,340213760
2021-04-09 13:46:47,340103168
2021-04-09 13:46:49,340103168
2021-04-09 13:46:50,340103168
2021-04-09 13:46:52,340103168
2021-04-09 13:46:53,340103168
2021-04-09 13:46:54,340103168
2021-04-09 13:46:56,340103168
2021-04-09 13:46:57,340103168
2021-04-09 13:46:58,340365312
2021-04-09 13:47:00,340217856
2021-04-09 13:47:01,340217856
2021-04-09 13:47:03,340217856
2021-04-09 13:47:04,340217856
2021-04-09 13:47:05,340217856
2021-04-09 13:47:07,340217856
2021-04-09 13:47:09,340217856
2021-04-09 13:47:10,340217856
2021-04-09 13:47:11,340217856
2021-04-09 13:47:13,340217856
2021-04-09 13:47:14,340217856
2021-04-09 13:47:16,340234240
2021-04-09 13:47:17,340234240
2021-04-09 13:47:19,340234240
2021-04-09 13:47:20,340234240
2021-04-09 13:47:21,340234240
2021-04-09 13:47:23,340234240
2021-04-09 13:47:24,340234240
2021-04-09 13:47:26,340234240
2021-04-09 13:47:27,340234240
2021-04-09 13:47:28,340369408
2021-04-09 13:47:29,340369408
2021-04-09 13:47:31,340246528
2021-04-09 13:47:33,340246528
2021-04-09 13:47:34,340246528
2021-04-09 13:47:35,340377600
2021-04-09 13:47:36,340377600
2021-04-09 13:47:38,340279296
2021-04-09 13:47:40,340279296
2021-04-09 13:47:42,340279296
2021-04-09 13:47:44,340279296
2021-04-09 13:47:46,340279296
2021-04-09 13:47:47,340279296
2021-04-09 13:47:49,340279296
2021-04-09 13:47:51,340279296
2021-04-09 13:47:52,340279296
2021-04-09 13:47:54,340279296
2021-04-09 13:47:55,340279296
2021-04-09 13:47:57,340279296
2021-04-09 13:47:58,340201472
2021-04-09 13:47:59,340201472
2021-04-09 13:48:01,340201472
2021-04-09 13:48:03,340201472
2021-04-09 13:48:04,340201472
2021-04-09 13:48:06,340201472
2021-04-09 13:48:07,340201472
2021-04-09 13:48:09,340201472
2021-04-09 13:48:11,340201472
2021-04-09 13:48:12,340201472
2021-04-09 13:48:14,340201472
2021-04-09 13:48:15,340332544
2021-04-09 13:48:16,340332544
2021-04-09 13:48:18,340205568
2021-04-09 13:48:19,340205568
2021-04-09 13:48:20,340205568
2021-04-09 13:48:22,340205568
2021-04-09 13:48:24,340205568
2021-04-09 13:48:26,340205568
2021-04-09 13:48:27,340205568
2021-04-09 13:48:29,340291584
2021-04-09 13:48:30,340291584
2021-04-09 13:48:31,340291584
2021-04-09 13:48:32,340291584
2021-04-09 13:48:34,340291584
2021-04-09 13:48:36,340684800
2021-04-09 13:48:37,340455424
2021-04-09 13:48:38,340455424
2021-04-09 13:48:39,340455424
2021-04-09 13:48:41,340455424
2021-04-09 13:48:43,340455424
2021-04-09 13:48:44,340455424
2021-04-09 13:48:46,340455424
2021-04-09 13:48:47,340455424
2021-04-09 13:48:49,340455424
2021-04-09 13:48:50,340455424
2021-04-09 13:48:52,340455424
2021-04-09 13:48:53,340455424
2021-04-09 13:48:55,340455424
2021-04-09 13:48:57,340455424
2021-04-09 13:48:58,340455424
2021-04-09 13:48:59,340463616
2021-04-09 13:49:00,340463616
2021-04-09 13:49:02,340463616
2021-04-09 13:49:04,340463616
2021-04-09 13:49:05,340463616
2021-04-09 13:49:06,340463616
2021-04-09 13:49:08,340463616
2021-04-09 13:49:09,340463616
2021-04-09 13:49:10,340463616
2021-04-09 13:49:11,340463616
2021-04-09 13:49:13,340463616
2021-04-09 13:49:14,340594688
2021-04-09 13:49:16,340692992
2021-04-09 13:49:17,340692992
2021-04-09 13:49:19,340566016
2021-04-09 13:49:20,340566016
2021-04-09 13:49:22,340566016
2021-04-09 13:49:23,340566016
2021-04-09 13:49:24,340566016
2021-04-09 13:49:26,340566016
2021-04-09 13:49:27,340566016
2021-04-09 13:49:29,340475904
2021-04-09 13:49:31,340475904
2021-04-09 13:49:32,340475904
2021-04-09 13:49:33,340475904
2021-04-09 13:49:35,340475904
2021-04-09 13:49:36,340475904
2021-04-09 13:49:38,340475904
2021-04-09 13:49:39,340623360
2021-04-09 13:49:40,340557824
2021-04-09 13:49:42,340557824
2021-04-09 13:49:43,340557824
2021-04-09 13:49:44,341626880
2021-04-09 13:49:45,341626880
2021-04-09 13:49:47,341606400
2021-04-09 13:49:48,341606400
2021-04-09 13:49:50,341606400
2021-04-09 13:49:51,341606400
2021-04-09 13:49:53,341606400
2021-04-09 13:49:55,341606400
2021-04-09 13:49:57,341610496
2021-04-09 13:49:58,341622784
AVERAGE,338062389.096296
